timestamp,consumption_kwh,voltage,current,power_factor,is_theft
2023-01-01 00:00:00,2.7068777861542612,233.23844269050346,11.639574480463322,0.871842609661941,0
2023-01-01 01:00:00,3.7672984055167436,235.05257642403262,16.199383143721995,0.9491301608914464,0
2023-01-01 02:00:00,2.9943465218664445,227.68291153593768,12.87569004402571,0.8925939140143353,0
2023-01-01 03:00:00,2.2849237291525086,234.75184841198453,9.825172035355786,0.8907720796277259,0
2023-01-01 04:00:00,2.951106024353652,225.45987962239394,12.689755904720704,0.913849797790385,0
2023-01-01 05:00:00,2.471367788995564,232.98860233456304,10.626881492680925,0.9219928213779056,0
2023-01-01 06:00:00,3.3749897335190724,224.24503211288848,14.51245585413201,0.8591072230179391,0
2023-01-01 07:00:00,3.805904241703825,234.7371991052332,16.365388239326446,0.8636740959608937,0
2023-01-01 08:00:00,3.7070886010145987,229.93251387631034,15.940480984362773,0.8548143929561306,0
2023-01-01 09:00:00,2.599214233255687,231.9467445662806,11.176621202999454,0.9427531198095574,0
2023-01-01 10:00:00,2.6676387097140397,223.35906975550785,11.47084645177037,0.9857418478870382,0
2023-01-01 11:00:00,3.000283778400209,234.40880519474305,12.901220247120898,0.9790623929032364,0
2023-01-01 12:00:00,2.3518447501290933,222.60739004816287,10.112932425555101,0.9660232512812701,0
2023-01-01 13:00:00,1.4591280078759155,225.59704366976447,6.274250433866436,0.9259774516421547,0
2023-01-01 14:00:00,1.8810068043981536,226.61538999847022,8.08832925891206,0.8507730963973044,0
2023-01-01 15:00:00,1.9884613934185622,234.4387422979668,8.550383991699817,0.9520610035257382,0
2023-01-01 16:00:00,1.0867916945057339,231.6563171570178,4.673204286374656,0.8963257234793709,0
2023-01-01 17:00:00,1.4914695860691631,227.9480834565685,6.413319220097401,0.8955256650837445,0
2023-01-01 18:00:00,1.8600034641697964,229.63994939209834,7.998014895930124,0.8667431944313622,0
2023-01-01 19:00:00,1.8439136403102583,233.97797731947972,7.928828653334111,0.9285788076597294,0
2023-01-01 20:00:00,1.876704887455226,216.9012744795513,8.06983101605747,0.8535586777441733,0
2023-01-01 21:00:00,1.4561494295475246,235.2124580866971,6.261442547054355,0.9211998967630584,0
2023-01-01 22:00:00,1.8997568135144565,237.38947022370758,8.168954298112162,0.8820317431688272,0
2023-01-01 23:00:00,1.8872272087212014,227.86565602980139,8.115076997501166,0.8725709802155606,0
2023-01-02 00:00:00,3.0563263917489425,227.3511989811648,13.142203484520453,0.9749582597885968,0
2023-01-02 01:00:00,3.524927009729917,230.87776646977417,15.157186141838642,0.9754527819892891,0
